Date,VIXSI
2008-11-11,-0.06927553293370159
2008-11-12,-0.08553880382739046
2008-11-13,0.02494601223412357
2008-11-14,-0.091350466843598
2008-11-17,-0.05649514773749096
2008-11-18,-0.023437973909425883
2008-11-19,-0.11049152882391852
2008-11-20,-0.12477066666070666
2008-11-21,0.008524257896499472
2008-11-24,0.02885327616332182
2008-11-25,-0.030653293710854748
2008-11-26,0.004316110379592224
2008-11-28,-0.02196154130943624
2008-12-01,-0.13139679608951796
2008-12-02,-0.0008775891156085278
2008-12-03,-0.013908683389151334
2008-12-04,-0.06290826404965856
2008-12-05,-0.006623927103686887
2008-12-08,-0.0016421183961443028
2008-12-09,-0.053302266388149104
2008-12-10,-0.028015600436226508
2008-12-11,-0.05894415670290267
2008-12-12,-0.02198509255963149
2008-12-15,-0.049409125184647865
2008-12-16,0.014334246433018852
2008-12-17,-0.040836541412882885
2008-12-18,-0.0482708387936211
2008-12-19,-0.040400641643779475
2008-12-22,-0.04066330000254123
2008-12-23,-0.03847512860821034
2008-12-24,-0.021828092757087445
2008-12-26,-0.021342826321035943
2008-12-29,-0.03030578903875942
2008-12-30,-0.002316098823226743
2008-12-31,-0.010725563384943772
2009-01-02,0.005648109070774617
2009-01-05,-0.02560831236896724
2009-01-06,-0.01742253444181763
2009-01-07,-0.05707491753540444
2009-01-08,-0.022519238157809155
2009-01-09,-0.048181706290227874
2009-01-12,-0.052670647503771026
2009-01-13,-0.025203570093748528
2009-01-14,-0.06216695771256374
2009-01-15,-0.03151943785326185
2009-01-16,-0.020998892315324237
2009-01-20,-0.08819249587069997
2009-01-21,0.014179798154646591
2009-01-22,-0.04502327025758492
2009-01-23,-0.025193289738047193
2009-01-26,-0.021697872404378628
2009-01-27,-0.016248524485884354
2009-01-28,0.009046649529331888
2009-01-29,-0.059141706471735056
2009-01-30,-0.04836800611099365
2009-02-02,-0.031468230329244354
2009-02-03,-0.012865564469421786
2009-02-04,-0.03230230879285009
2009-02-05,-0.012450680452858506
2009-02-06,0.0013908970647106486
2009-02-09,-0.025895428308385728
2009-02-10,-0.07497813959806052
2009-02-11,-0.02193547423801074
2009-02-12,-0.025063484580340932
2009-02-13,-0.037589097267982
2009-02-17,-0.07318679695817998
2009-02-18,-0.032685914455294784
2009-02-19,-0.040180391341172815
2009-02-20,-0.04053368311569033
2009-02-23,-0.06866632532802855
2009-02-24,0.00947902052775941
2009-02-25,-0.035791755875756066
2009-02-26,-0.044173719565582525
2009-02-27,-0.05131736555021277
2009-03-02,-0.07794888340746535
2009-03-03,-0.03933831521554711
2009-03-04,-0.006034353372375803
2009-03-05,-0.0722038742292562
2009-03-06,-0.029087136146373007
2009-03-09,-0.04280272189870968
2009-03-10,0.03187816958125646
2009-03-11,-0.020743832027199094
2009-03-12,0.013634755238539277
2009-03-13,-0.018660479349805924
2009-03-16,-0.030360181277829346
2009-03-17,0.005082648462047423
2009-03-18,-0.0026532594516955575
2009-03-19,-0.03968581102508595
2009-03-20,-0.056930594538285334
2009-03-23,0.04481024522798562
2009-03-24,-0.04653451852605707
2009-03-25,-0.01586036302465458
2009-03-26,-0.0048443530603380774
2009-03-27,-0.04369837007026924
2009-03-30,-0.06301708547275323
2009-03-31,-0.01832241878268018
2009-04-01,-0.007058789723247364
2009-04-02,0.0029626359681726652
2009-04-03,-0.014864018779382277
2009-04-06,-0.033414191626486164
2009-04-07,-0.048569072391661874
2009-04-08,-0.013503573149540218
2009-04-09,0.01691186027234708
2009-04-13,-0.023398127993488192
2009-04-14,-0.040787175691894356
2009-04-15,-0.011936402475510314
2009-04-16,-0.007705993973964133
2009-04-17,-0.01450727566129208
2009-04-20,-0.06640299685046547
2009-04-21,-0.003675195921351175
2009-04-22,-0.02992579152212441
2009-04-23,-0.01340089169100378
2009-04-24,-0.007901794947785108
2009-04-27,-0.03341235025429844
2009-04-28,-0.02686409827023197
2009-04-29,-0.0012808682553705347
2009-04-30,-0.022469225260254175
2009-05-01,-0.016686141360871192
2009-05-04,0.012438524167576473
2009-05-05,-0.024261065169789712
2009-05-06,-0.0029465955125628253
2009-05-07,-0.0347918896102823
2009-05-08,0.0033013801526121447
2009-05-11,-0.03925750960714525
2009-05-12,-0.022834191208694666
2009-05-13,-0.046204394680160035
2009-05-14,-0.011036086636213981
2009-05-15,-0.028861932885726284
2009-05-18,0.00950721802681314
2009-05-19,-0.019205749893698228
2009-05-20,-0.02483822575800148
2009-05-21,-0.03395683742298328
2009-05-22,-0.022523584131938924
2009-05-26,0.0064747944054968365
2009-05-27,-0.03807828437192533
2009-05-28,-0.0058537475326294885
2009-05-29,-0.00036711792300627225
2009-06-01,0.005433341514910275
2009-06-02,-0.01767458113224282
2009-06-03,-0.03203902340204194
2009-06-04,-0.009465839869540957
2009-06-05,-0.018300882279315436
2009-06-08,-0.02273104538986281
2009-06-09,-0.012571089826556001
2009-06-10,-0.020323402484825406
2009-06-11,-0.013119617307778178
2009-06-12,-0.0148516896786108
2009-06-15,-0.0421843130149019
2009-06-16,-0.03398799389939996
2009-06-17,-0.020694564501602515
2009-06-18,-0.011450365430667749
2009-06-19,-0.019445607401875623
2009-06-22,-0.049468235149558636
2009-06-23,-0.018328453180572354
2009-06-24,-0.009538406371392121
2009-06-25,0.005273768201951058
2009-06-26,-0.018812738987340386
2009-06-29,-0.006479631720953477
2009-06-30,-0.02455936539149943
2009-07-01,-0.012254765525989635
2009-07-02,-0.044762200303384736
2009-07-06,-0.01823628501400326
2009-07-07,-0.038657702733205054
2009-07-08,-0.02024382544023233
2009-07-09,-0.01668070305477479
2009-07-10,-0.020519252456157613
2009-07-13,0.007885484211941119
2009-07-14,-0.00997709912220042
2009-07-15,0.013064987088548658
2009-07-16,-0.017495922977588757
2009-07-17,-0.004257751557292444
2009-07-20,-0.0046263937998412535
2009-07-21,-0.010293475068724156
2009-07-22,-0.014877985137763545
2009-07-23,0.0074389347172771556
2009-07-24,-0.010335470026913863
2009-07-27,-0.012217617982207454
2009-07-28,-0.02030841426719391
2009-07-29,-0.018457960109388143
2009-07-30,-0.0054295657920173206
2009-07-31,-0.014781135223051446
2009-08-03,0.0005213561994554528
2009-08-04,-0.012967694256959063
2009-08-05,-0.01844227428910062
2009-08-06,-0.021222559464032346
2009-08-07,-0.002360598635411276
2009-08-10,-0.017693839687041045
2009-08-11,-0.028720178547794163
2009-08-12,-0.0051772856838180545
2009-08-13,-0.007804894073088313
2009-08-14,-0.022848171194248847
2009-08-17,-0.042036898337713194
2009-08-18,-0.008428426356260444
2009-08-19,-0.0076325750372375455
2009-08-20,-0.005377140564249386
2009-08-21,0.003974685086341766
2009-08-24,-0.015809636028279672
2009-08-25,-0.013632453627567341
2009-08-26,-0.015496866932041291
2009-08-27,-0.013195637381626737
2009-08-28,-0.01566846505761333
2009-08-31,-0.025155439477425982
2009-09-01,-0.040276159057156626
2009-09-02,-0.021854887635747226
2009-09-03,-0.008622514928939305
2009-09-04,-0.0017785978942785434
2009-09-08,-0.007390073482943977
2009-09-09,-0.007525617676070535
2009-09-10,-0.004499936023790695
2009-09-11,-0.015284648437849846
2009-09-14,-0.010044674166222664
2009-09-15,-0.010458145502584948
2009-09-16,0.0003280521221977837
2009-09-17,-0.01627208122980546
2009-09-18,-0.01905603239529014
2009-09-21,-0.017567524679075026
2009-09-22,-0.008600643312048026
2009-09-23,-0.022993563223766444
2009-09-24,-0.02661275749871113
2009-09-25,-0.021339125122885143
2009-09-28,0.002353330359070104
2009-09-29,-0.018753529262893708
2009-09-30,-0.01987420945797323
2009-10-01,-0.04248166067586548
2009-10-02,-0.022586584644878636
2009-10-05,-0.001846726008265253
2009-10-06,-0.0017382787766880257
2009-10-07,-0.012676436929851622
2009-10-08,-0.007456568855860563
2009-10-09,-0.008352997221288723
2009-10-12,-0.010465548478120432
2009-10-13,-0.016411851826484684
2009-10-14,0.002928193736178945
2009-10-15,-0.00991566799264847
2009-10-16,-0.020867997767684117
2009-10-19,-0.005166014014138716
2009-10-20,-0.0183453290376367
2009-10-21,-0.02286099774642158
2009-10-22,-0.0027677241395439103
2009-10-23,-0.025352025499356175
2009-10-26,-0.026019047122946098
2009-10-27,-0.020102095536259308
2009-10-28,-0.0363311257871711
2009-10-29,0.005978862372063682
2009-10-30,-0.048154564192908283
2009-11-02,-0.01127373880161989
2009-11-03,-0.014842888546389696
2009-11-04,-0.014745003019201688
2009-11-05,0.0025012206333023188
2009-11-06,-0.0124982656983586
2009-11-09,0.008307340072850158
2009-11-10,-0.014092499017316032
2009-11-11,-0.009289997773576425
2009-11-12,-0.02531797744266771
2009-11-13,-0.009188609260761184
2009-11-16,0.00019836904642595195
2009-11-17,-0.012837314966334175
2009-11-18,-0.01414745162319417
2009-11-19,-0.027175087589863298
2009-11-20,-0.01742001049343081
2009-11-23,-0.0005228214730137633
2009-11-24,-0.011259746959283223
2009-11-25,-0.009286175070643478
2009-11-27,-0.03171315170851556
2009-11-30,-0.011941888341348435
2009-12-01,-0.0013296109249765556
2009-12-02,-0.013649264229702932
2009-12-03,-0.021857748835274353
2009-12-04,-0.007573649904974644
2009-12-07,-0.015343946009685316
2009-12-08,-0.025903289021783397
2009-12-09,-0.010422001497262672
2009-12-10,-0.00831463564366274
2009-12-11,-0.009245727469771783
2009-12-14,-0.006378662172205046
2009-12-15,-0.018079540369991015
2009-12-16,-0.011310799438168954
2009-12-17,-0.026084499589129895
2009-12-18,-0.013277729549840007
2009-12-21,-0.0026438076476572193
2009-12-22,-0.008619564981617547
2009-12-23,-0.010349774356651836
2009-12-24,-0.0074344358313255116
2009-12-28,-0.010322556586477561
2009-12-29,-0.013925729032126823
2009-12-30,-0.012830373596194114
2009-12-31,-0.023148242582139253
2010-01-04,0.004434792574266079
2010-01-05,-0.009446653992796818
2010-01-06,-0.011270944347223191
2010-01-07,-0.007691205489815162
2010-01-08,-0.008003486577733625
2010-01-11,-0.009572191414272452
2010-01-12,-0.020732491292745063
2010-01-13,-0.002710015384101965
2010-01-14,-0.008314181763339566
2010-01-15,-0.022417981281139865
2010-01-19,0.0015080841428263356
2010-01-20,-0.021843592175533888
2010-01-21,-0.033147852517577965
2010-01-22,-0.03936058432869218
2010-01-25,-0.01075353666144684
2010-01-26,-0.019534321615174634
2010-01-27,-0.009705347628089474
2010-01-28,-0.026303544307579522
2010-01-29,-0.026256067425990966
2010-02-01,0.0014320291060177133
2010-02-02,-0.0013215729362194215
2010-02-03,-0.018482745627518067
2010-02-04,-0.04716587751884021
2010-02-05,-0.014251846814606051
2010-02-08,-0.02378799115208252
2010-02-09,-0.0036897786502895352
2010-02-10,-0.017833581015841937
2010-02-11,-0.004508733706562306
2010-02-12,-0.015038547320265976
2010-02-16,0.0018286346152949304
2010-02-17,-0.00883648779224715
2010-02-18,-0.006998578848910491
2010-02-19,-0.010438785382623
2010-02-22,-0.012282508678479322
2010-02-23,-0.025500961383106358
2010-02-24,-0.003471025500692483
2010-02-25,-0.01391606030241403
2010-02-26,-0.011554991678120779
2010-03-01,-0.0016528013164030936
2010-03-02,-0.00914194322430883
2010-03-03,-0.010877429932390194
2010-03-04,-0.008672427632723584
2010-03-05,0.003405829312006583
2010-03-08,-0.010943725249960252
2010-03-09,-0.00953725000840831
2010-03-10,-0.007150526060271636
2010-03-11,-0.007112534697590194
2010-03-12,-0.010900863863144697
2010-03-15,-0.01099018032621914
2010-03-16,-0.003090142312682032
2010-03-17,-0.004641468826500451
2010-03-18,-0.010899862261289037
2010-03-19,-0.01974842050774262
2010-03-22,-0.005197582458112233
2010-03-23,-0.0031854939559303914
2010-03-24,-0.01582359413980349
2010-03-25,-0.013126110836270884
2010-03-26,-0.011706333388618874
2010-03-29,-0.004646196036808296
2010-03-30,-0.01002433819638945
2010-03-31,-0.014400918073902228
2010-04-01,-0.004081116649839638
2010-04-05,-0.0024881024966058804
2010-04-06,-0.0077860638410421415
2010-04-07,-0.016099868635625965
2010-04-08,-0.006836025139712137
2010-04-09,-0.0035201304955394443
2010-04-12,-0.00814825020608697
2010-04-13,-0.00937333880245193
2010-04-14,0.0016056664912149632
2010-04-15,-0.009106112232015491
2010-04-16,-0.027387279139880562
2010-04-19,-0.00706741844371594
2010-04-20,-0.000900444967816938
2010-04-21,-0.012019933597378874
2010-04-22,-0.007310217579871771
2010-04-23,-0.003859646141436199
2010-04-26,-0.014695115170487787
2010-04-27,-0.03790680717157359
2010-04-28,-0.005578832911595982
2010-04-29,0.0008724145680746257
2010-04-30,-0.03074304864119326
2010-05-03,0.00034312953468096374
2010-05-04,-0.03841476425768878
2010-05-05,-0.021525157054372676
2010-05-06,-0.053713466939306564
2010-05-07,-0.040468907806919314
2010-05-10,0.0260159978535557
2010-05-11,-0.02054092457382191
2010-05-12,-0.001964028676170314
2010-05-13,-0.029105814344915323
2010-05-14,-0.03762999608763714
2010-05-17,-0.0187481974005277
2010-05-18,-0.03457116693320726
2010-05-19,-0.02776894447972927
2010-05-20,-0.06637824538287157
2010-05-21,-0.010463283113107905
2010-05-24,-0.03678110161521718
2010-05-25,-0.020609983913300035
2010-05-26,-0.027916080583993957
2010-05-27,0.014948217861166145
2010-05-28,-0.0325934009724964
2010-06-01,-0.03903616264660881
2010-06-02,0.007183023490343103
2010-06-03,-0.014968311563103381
2010-06-04,-0.05731183849826384
2010-06-07,-0.035307118886726205
2010-06-08,-0.010350538151538906
2010-06-09,-0.026427335627804655
2010-06-10,0.010125229539284613
2010-06-11,-0.013138058663018367
2010-06-14,-0.019412446783756004
2010-06-15,0.0065688790544829526
2010-06-16,-0.016557151079177858
2010-06-17,-0.014048529742458113
2010-06-18,-0.018624859224352364
2010-06-21,-0.018414043914840184
2010-06-22,-0.033421857698400184
2010-06-23,-0.019921755643772698
2010-06-24,-0.03515808607284121
2010-06-25,-0.013642043714320193
2010-06-28,-0.021276978850727598
2010-06-29,-0.052206352801986156
2010-06-30,-0.031087528136421672
2010-07-01,-0.024993992137259276
2010-07-02,-0.02427464217834132
2010-07-06,-0.011975419836467369
2010-07-07,0.014721041289517168
2010-07-08,-0.006173329149611169
2010-07-09,-0.008147070495681348
2010-07-12,-0.014620364720025085
2010-07-13,-0.00026155292705810906
2010-07-14,-0.015647460049831054
2010-07-15,-0.015438912943843475
2010-07-16,-0.04394086556038938
2010-07-19,-0.010324656360764201
2010-07-20,-0.0038647931001233177
2010-07-21,-0.029022820585312643
2010-07-22,0.0069280904092739876
2010-07-23,-0.005989738191506317
2010-07-26,-0.0037905821263508437
2010-07-27,-0.01458333895923118
2010-07-28,-0.02161076547293152
2010-07-29,-0.01995358464290515
2010-07-30,-0.014868878840283574
2010-08-02,0.00882473805833584
2010-08-03,-0.01893268974948646
2010-08-04,-0.007197948841075901
2010-08-05,-0.014874753449760813
2010-08-06,-0.01766369915417921
2010-08-09,-0.00849895991411283
2010-08-10,-0.01937996387866242
2010-08-11,-0.04327571061635574
2010-08-12,-0.022211220250335527
2010-08-13,-0.019345776372782796
2010-08-16,-0.016774095875850225
2010-08-17,-0.0029210645152558095
2010-08-18,-0.013543724232422347
2010-08-19,-0.033921882073307374
2010-08-20,-0.019175581364474975
2010-08-23,-0.019850352479441467
2010-08-24,-0.03200570262530361
2010-08-25,-0.012802314587971163
2010-08-26,-0.023808148467796345
2010-08-27,0.000208602240254532
2010-08-30,-0.03151123766384881
2010-08-31,-0.01628124952316284
2010-09-01,0.014980454862578086
2010-09-02,-0.0051815417337856395
2010-09-03,-0.0003471761473424189
2010-09-07,-0.026147431725166197
2010-09-08,-0.007508226680522983
2010-09-09,-0.009637152755424223
2010-09-10,-0.008695019265236005
2010-09-13,-0.0021331975222502204
2010-09-14,-0.014096004759064891
2010-09-15,-0.009995364869121736
2010-09-16,-0.013840287674942098
2010-09-17,-0.018709856271941654
2010-09-20,0.001852759164073561
2010-09-21,-0.015982547010879408
2010-09-22,-0.018981938171609147
2010-09-23,-0.02303017870118975
2010-09-24,0.007053470081753268
2010-09-27,-0.018877633416827855
2010-09-28,-0.010624505466126272
2010-09-29,-0.01627535875935949
2010-09-30,-0.017782745638533354
2010-10-01,-0.009856740177998225
2010-10-04,-0.02220996394256117
2010-10-05,0.006531876037408936
2010-10-06,-0.013517445445983297
2010-10-07,-0.014681578922624535
2010-10-08,-0.007334969297480115
2010-10-11,-0.010906112268987966
2010-10-12,-0.008745089833748585
2010-10-13,-0.004141670789512917
2010-10-14,-0.016325941568554915
2010-10-15,-0.009850519834566666
2010-10-18,-0.0070034519127579655
2010-10-19,-0.025998208710852302
2010-10-20,-0.0026026291221555205
2010-10-21,-0.009837976969926743
2010-10-22,-0.009875135019704046
2010-10-25,-0.009448933139697866
2010-10-26,-0.01246897157610979
2010-10-27,-0.015807664217124644
2010-10-28,-0.012881015923147157
2010-10-29,-0.012489896281475614
2010-11-01,-0.013306160989125147
2010-11-02,-0.005550747395639552
2010-11-03,-0.008207290428458637
2010-11-04,0.007683067631857181
2010-11-05,-0.007650034279848424
2010-11-08,-0.013305463044871981
2010-11-09,-0.019109237594288352
2010-11-10,-0.007514493248913486
2010-11-11,-0.015417395934838565
2010-11-12,-0.024719481626386958
2010-11-15,-0.014039294763537637
2010-11-16,-0.029691897904539244
2010-11-17,-0.0130922347678459
2010-11-18,0.0029995535510307647
2010-11-19,-0.008524068315008453
2010-11-22,-0.012312562132800858
2010-11-23,-0.02737087284530622
2010-11-24,0.002549167029329889
2010-11-26,-0.02553470366426435
2010-11-29,-0.010425942339054145
2010-11-30,-0.02033524123810555
2010-12-01,0.007917653579991626
2010-12-02,0.0006900710987715539
2010-12-03,-0.008563676402610963
2010-12-06,-0.012320334561174517
2010-12-07,-0.010673534040672266
2010-12-08,-0.0074239246592449695
2010-12-09,-0.006887647131030662
2010-12-10,-0.005188528918354515
2010-12-13,-0.010326122599135673
2010-12-14,-0.010123136922031692
2010-12-15,-0.015784568218569273
2010-12-16,-0.005066966946846642
2010-12-17,-0.014234722536074407
2010-12-20,-0.007842771103361939
2010-12-21,-0.003965953507014026
2010-12-22,-0.00654595885641239
2010-12-23,-0.011724822133437564
2010-12-27,-0.010645636573437818
2010-12-28,-0.009517447138550432
2010-12-29,-0.01008477880806927
2010-12-30,-0.012538286111629797
2010-12-31,-0.010855134194992164
2011-01-03,-0.0006682539460199782
2011-01-04,-0.011413461247559487
2011-01-05,-0.005439862742656808
2011-01-06,-0.01283363342810802
2011-01-07,-0.012674977059442432
2011-01-10,-0.01222092462036349
2011-01-11,-0.007012408569973401
2011-01-12,-0.001125425399404953
2011-01-13,-0.0118770262624607
2011-01-14,-0.00241775460088447
2011-01-18,-0.008217271076884095
2011-01-19,-0.020624217783627996
2011-01-20,-0.012569271642097517
2011-01-21,-0.009279592153708745
2011-01-24,-0.005344477041354203
2011-01-25,-0.010451596244704068
2011-01-26,-0.006529131715086898
2011-01-27,-0.0076258903589630205
2011-01-28,-0.029987914461998298
2011-01-31,-0.004689875187195635
2011-02-01,0.004990054803622437
2011-02-02,-0.012724691579886281
2011-02-03,-0.00820890935803976
2011-02-04,-0.0071271087268944735
2011-02-07,-0.003922561524230667
2011-02-08,-0.005334716216904338
2011-02-09,-0.012181728243200754
2011-02-10,-0.009678212368425206
2011-02-11,-0.0038359259589846144
2011-02-14,-0.007564782756138859
2011-02-15,-0.013378954878862403
2011-02-16,-0.004134597485505464
2011-02-17,-0.007380375958312549
2011-02-18,-0.008183098203421056
2011-02-22,-0.03306984991148894
2011-02-23,-0.019975507590803944
2011-02-24,-0.014012006325403758
2011-02-25,-0.0013196924709466089
2011-02-28,-0.0052721806466145445
2011-03-01,-0.029804185347457084
2011-03-02,-0.010798845823588019
2011-03-03,0.005599253943386041
2011-03-04,-0.019404819969309088
2011-03-07,-0.020763398487996753
2011-03-08,-0.0036375247703838293
2011-03-09,-0.014070614963682084
2011-03-10,-0.03218090596038959
2011-03-11,-0.005623773389482247
2011-03-14,-0.019244107227268346
2011-03-15,-0.026657173651629913
2011-03-16,-0.03688773543842551
2011-03-17,-0.003246204044046186
2011-03-18,-0.015978921639728333
2011-03-21,0.0026165840254388246
2011-03-22,-0.016099818781717335
2011-03-23,-0.009119386058274363
2011-03-24,-0.0016866018868364648
2011-03-25,-0.008137912059523468
2011-03-28,-0.014587222853062038
2011-03-29,-0.004631379416637804
2011-03-30,-0.004167462776065011
2011-03-31,-0.012443287525682419
2011-04-01,-0.006651471787671186
2011-04-04,-0.010111359441277345
2011-04-05,-0.010931250108778746
2011-04-06,-0.007410307089487542
2011-04-07,-0.013237490682047083
