,VIXSI,SPY,SPY_ANT,VIX
2024-12-09 14:24:00-05:00,1.0,605.39501953125,607.1300048828125,-0.0114889334246519
2024-12-09 14:25:00-05:00,1.0,605.3599243164062,607.1649169921875,-0.0116228210989576
2024-12-09 14:26:00-05:00,1.0,605.2750244140625,607.1300048828125,-0.011705326624992
2024-12-09 14:27:00-05:00,1.0,605.4298706054688,607.2000122070312,-0.0115715029083924
2024-12-09 14:28:00-05:00,1.0,605.385009765625,607.2000122070312,-0.0116391343954509
2024-12-09 14:29:00-05:00,1.0,605.4097290039062,607.125,-0.0114627353240168
2024-12-09 14:30:00-05:00,1.0,605.4099731445312,607.0499877929688,-0.0113578638397433
2024-12-09 14:31:00-05:00,1.0,605.27001953125,607.1699829101562,-0.0117667116415237
2024-12-09 14:32:00-05:00,1.0,605.2899780273438,607.1699829101562,-0.0117400902930455
2024-12-09 14:33:00-05:00,1.0,605.2949829101562,607.2100219726562,-0.0118163330943197
2024-12-09 14:34:00-05:00,1.0,605.302490234375,607.239990234375,-0.0118406660153462
2024-12-09 14:35:00-05:00,1.0,605.27001953125,607.260009765625,-0.0119332486535801
2024-12-09 14:36:00-05:00,1.0,605.2899780273438,607.219970703125,-0.0118346577746099
2024-12-09 14:37:00-05:00,1.0,605.2899780273438,607.27001953125,-0.0119168119250471
2024-12-09 14:38:00-05:00,1.0,605.25,607.2297973632812,-0.011916625844331
2024-12-09 14:39:00-05:00,1.0,605.280029296875,607.239990234375,-0.0118839045830644
2024-12-09 14:40:00-05:00,1.0,605.1500244140625,607.2100219726562,-0.0120488118551245
2024-12-09 14:41:00-05:00,1.0,605.0250244140625,607.1950073242188,-0.0122487825311161
2024-12-09 14:42:00-05:00,1.0,604.8099975585938,607.25,-0.0126681184708213
2024-12-09 14:43:00-05:00,1.0,604.8699951171875,607.3900756835938,-0.0127990315158179
2024-12-09 14:44:00-05:00,1.0,604.9901123046875,607.3900146484375,-0.0126574218761775
2024-12-09 14:45:00-05:00,1.0,604.8900146484375,607.375,-0.0128226027088907
2024-12-09 14:46:00-05:00,1.0,604.8900146484375,607.489990234375,-0.0129923657224531
2024-12-09 14:47:00-05:00,1.0,604.8400268554688,607.5900268554688,-0.0132448282410014
2024-12-09 14:48:00-05:00,1.0,604.75,607.4099731445312,-0.013104205581299
2024-12-09 14:49:00-05:00,1.0,604.8699951171875,607.489990234375,-0.0130378202263492
2024-12-09 14:50:00-05:00,1.0,604.8200073242188,607.5700073242188,-0.0132762273760207
2024-12-09 14:51:00-05:00,1.0,604.8499755859375,607.6099853515625,-0.0132799035683483
2024-12-09 14:52:00-05:00,1.0,604.6199951171875,607.6400146484375,-0.0137200800777534
2024-12-09 14:53:00-05:00,1.0,604.6199951171875,607.5900268554688,-0.0136382167366248
2024-12-09 14:54:00-05:00,1.0,604.77001953125,607.5349731445312,-0.0132886019702621
2024-12-09 14:55:00-05:00,1.0,604.8599853515625,607.5,-0.013133203125
2024-12-09 14:56:00-05:00,1.0,604.9849853515625,607.5,-0.0129211918081275
2024-12-09 14:57:00-05:00,1.0,604.9600219726562,607.364990234375,-0.0127409254840786
2024-12-09 14:58:00-05:00,1.0,604.9600219726562,607.489990234375,-0.0129458754298653
2024-12-09 14:59:00-05:00,1.0,605.0300903320312,607.3400268554688,-0.0125283661891137
2024-12-09 15:00:00-05:00,1.0,605.0499877929688,607.3800048828125,-0.0125486768104192
2024-12-09 15:01:00-05:00,1.0,604.880126953125,607.3099975585938,-0.0127197883745318
2024-12-09 15:02:00-05:00,1.0,604.6799926757812,607.3099975585938,-0.0130118305822153
2024-12-09 15:04:00-05:00,1.0,604.6199951171875,607.3599853515625,-0.0132113117433789
2024-12-09 15:05:00-05:00,1.0,604.5900268554688,607.2999877929688,-0.0131810602123687
2024-12-09 15:06:00-05:00,1.0,604.5599975585938,607.3800048828125,-0.0133304044445788
2024-12-09 15:07:00-05:00,1.0,604.6776733398438,607.4000244140625,-0.0132069739295284
2024-12-09 15:08:00-05:00,1.0,604.619873046875,607.3900146484375,-0.0132982295720294
2024-12-09 15:09:00-05:00,1.0,604.6599731445312,607.4299926757812,-0.0132914784455
2024-12-09 15:10:00-05:00,1.0,604.719970703125,607.4400024414062,-0.0132341107390836
2024-12-09 15:11:00-05:00,1.0,604.5999755859375,607.5399780273438,-0.0135891917367352
2024-12-09 15:12:00-05:00,1.0,604.530029296875,607.6400146484375,-0.0138681378391642
2024-12-09 15:13:00-05:00,1.0,604.489990234375,607.6300048828125,-0.0138926425179877
2024-12-09 15:14:00-05:00,1.0,604.5399780273438,607.592529296875,-0.0137802605372325
2024-12-09 15:16:00-05:00,1.0,604.6799926757812,607.5499877929688,-0.013467633095798
2024-12-09 15:17:00-05:00,1.0,604.6400146484375,607.52001953125,-0.0135030925569903
2024-12-09 15:18:00-05:00,1.0,604.510009765625,607.5899047851562,-0.0138315358665855
2024-12-09 15:19:00-05:00,1.0,604.6099853515625,607.6207885742188,-0.0137113194763441
2024-12-09 15:20:00-05:00,1.0,604.72998046875,607.6699829101562,-0.0135944064403205
2024-12-09 15:22:00-05:00,1.0,604.5599975585938,607.6199951171875,-0.013798538285744
2024-12-09 15:23:00-05:00,1.0,604.489990234375,607.594970703125,-0.0138477800689031
2024-12-09 15:24:00-05:00,1.0,604.4400024414062,607.6217041015625,-0.013911319964674
2024-12-09 15:25:00-05:00,1.0,604.4149780273438,607.510009765625,-0.0138758685059161
2024-12-09 15:26:00-05:00,1.0,604.4099731445312,607.510009765625,-0.0138653568603992
2024-12-09 15:27:00-05:00,1.0,604.3200073242188,607.469970703125,-0.0139416312218244
2024-12-09 15:28:00-05:00,1.0,604.364990234375,607.489990234375,-0.0139503676813371
2024-12-09 15:29:00-05:00,1.0,604.4349975585938,607.614990234375,-0.0140335652129889
2024-12-09 15:30:00-05:00,1.0,604.5,607.6099853515625,-0.0139371407877403
2024-12-09 15:31:00-05:00,1.0,604.6400146484375,607.6099853515625,-0.0137004557195008
2024-12-09 15:32:00-05:00,1.0,604.7379150390625,607.6898803710938,-0.0136576838736044
2024-12-09 15:33:00-05:00,1.0,604.7050170898438,607.6400146484375,-0.0136551584619832
2024-12-09 15:34:00-05:00,1.0,604.5599975585938,607.6400146484375,-0.0138750687341081
2024-12-09 15:35:00-05:00,1.0,604.5,607.6199951171875,-0.0139160301952859
2024-12-09 15:37:00-05:00,1.0,604.5615844726562,607.5499267578125,-0.0136999277144448
2024-12-09 15:38:00-05:00,1.0,604.5499877929688,607.5499877929688,-0.0137628652954928
2024-12-09 15:39:00-05:00,1.0,604.469970703125,607.5499877929688,-0.0138945698324881
2024-12-09 15:40:00-05:00,1.0,604.4199829101562,607.5499877929688,-0.0139705974951876
2024-12-09 15:41:00-05:00,1.0,604.4400024414062,607.5999755859375,-0.0140319960031313
2024-12-09 15:42:00-05:00,1.0,604.4149780273438,607.6199951171875,-0.014099706421117
2024-12-09 15:43:00-05:00,1.0,604.405029296875,607.5999755859375,-0.0140895554928227
2024-12-09 15:45:00-05:00,1.0,604.3300170898438,607.6799926757812,-0.0143377297694739
2024-12-09 15:46:00-05:00,1.0,604.27001953125,607.77001953125,-0.0145900072396207
2024-12-09 15:48:00-05:00,1.0,604.3599853515625,607.6400146484375,-0.0142417310707047
2024-12-09 15:49:00-05:00,1.0,604.39990234375,607.6500244140625,-0.0141736743021963
2024-12-09 15:50:00-05:00,1.0,604.639892578125,607.8150024414062,-0.0140863096304431
2024-12-09 15:51:00-05:00,1.0,604.4724731445312,607.77001953125,-0.0142693983221433
2024-12-09 15:52:00-05:00,1.0,604.4500122070312,607.8599853515625,-0.0144098003268944
2024-12-09 15:54:00-05:00,1.0,604.510009765625,607.7750244140625,-0.0142033276887553
2024-12-09 15:55:00-05:00,1.0,604.1749877929688,607.9500122070312,-0.0150406822530862
2024-12-09 15:57:00-05:00,1.0,604.280029296875,608.0150146484375,-0.0149804163122264
2024-12-09 15:59:00-05:00,1.0,604.5599975585938,607.8900146484375,-0.0143529927447395
2024-12-10 09:30:00-05:00,1.0,605.1099853515625,607.343994140625,-0.0124595753158262
2024-12-10 09:31:00-05:00,1.0,604.7999877929688,607.6799926757812,-0.0135205945851838
2024-12-10 09:32:00-05:00,1.0,604.9000244140625,607.8200073242188,-0.0135852756572184
2024-12-10 09:33:00-05:00,1.0,604.5700073242188,607.5399780273438,-0.0136697689626012
2024-12-10 09:34:00-05:00,1.0,604.4191284179688,607.4124755859375,-0.01377178043777
2024-12-10 09:35:00-05:00,1.0,604.4099731445312,607.3400268554688,-0.0136494040922314
2024-12-10 09:36:00-05:00,1.0,604.4749755859375,607.4400024414062,-0.0137874347154481
2024-12-10 09:37:00-05:00,1.0,604.47998046875,607.530029296875,-0.0139329083436912
2024-12-10 09:38:00-05:00,1.0,604.4099731445312,607.3900756835938,-0.013812656374369
2024-12-10 09:39:00-05:00,1.0,604.369873046875,607.375,-0.0138227290852027
2024-12-10 09:40:00-05:00,1.0,604.4299926757812,607.2999877929688,-0.0136258277208559
2024-12-10 09:41:00-05:00,1.0,604.5,607.25,-0.0134411125977768
2024-12-10 09:42:00-05:00,1.0,604.5025024414062,607.2921752929688,-0.0134998755480596
2024-12-10 09:43:00-05:00,1.0,604.669921875,607.2999877929688,-0.0132432524630897
2024-12-10 09:44:00-05:00,1.0,604.8099975585938,607.3200073242188,-0.0130266778392849
2024-12-10 09:45:00-05:00,1.0,605.0648193359375,607.469970703125,-0.0128717926122811
2024-12-10 09:46:00-05:00,1.0,605.1300048828125,607.3400268554688,-0.0125201044718495
2024-12-10 09:47:00-05:00,1.0,605.2000122070312,607.489990234375,-0.0126383232673064
2024-12-10 09:48:00-05:00,1.0,605.1799926757812,607.47998046875,-0.0127111129039906
2024-12-10 09:49:00-05:00,1.0,605.0,607.52001953125,-0.0129792936038871
2024-12-10 09:50:00-05:00,1.0,604.8699951171875,607.489990234375,-0.0131065702263492
2024-12-10 09:51:00-05:00,1.0,604.5850219726562,607.3704833984375,-0.0133923494268204
2024-12-10 09:52:00-05:00,1.0,604.530029296875,607.4400024414062,-0.01360930237198
2024-12-10 09:54:00-05:00,1.0,604.4298706054688,607.4400024414062,-0.0137616889303293
2024-12-10 09:55:00-05:00,1.0,604.4395141601562,607.4600219726562,-0.013884856539104
2024-12-10 09:56:00-05:00,1.0,604.4450073242188,607.3800048828125,-0.0137447261763622
2024-12-10 09:57:00-05:00,1.0,604.510009765625,607.35498046875,-0.0135716975362238
2024-12-10 09:58:00-05:00,1.0,604.5,607.342529296875,-0.0136052737495854
2024-12-10 10:00:00-05:00,1.0,604.9212036132812,607.4299926757812,-0.0130489198841846
2024-12-10 10:01:00-05:00,1.0,605.0596923828125,607.5700073242188,-0.0129692295309915
2024-12-10 10:02:00-05:00,1.0,605.1124877929688,607.469970703125,-0.0127620721374754
2024-12-10 10:03:00-05:00,1.0,605.13232421875,607.4349975585938,-0.0127095644066421
2024-12-10 10:04:00-05:00,1.0,605.1500244140625,607.4400024414062,-0.0125886334751414
2024-12-10 10:05:00-05:00,1.0,605.1887817382812,607.3906860351562,-0.0124251861404861
2024-12-10 10:06:00-05:00,1.0,605.2150268554688,607.3300170898438,-0.0122886898183205
2024-12-10 10:07:00-05:00,1.0,605.27001953125,607.4099731445312,-0.0122980794815613
2024-12-10 10:08:00-05:00,1.0,605.3099975585938,607.3049926757812,-0.0120599970628391
2024-12-10 10:09:00-05:00,1.0,605.2807006835938,607.219970703125,-0.0119436861649752
2024-12-10 10:10:00-05:00,1.0,605.1204833984375,607.219970703125,-0.0122575399459547
2024-12-10 10:11:00-05:00,1.0,605.3167114257812,607.0999755859375,-0.0117685984300261
2024-12-10 10:12:00-05:00,1.0,605.1599731445312,607.1900024414062,-0.0120995680531836
2024-12-10 10:13:00-05:00,1.0,605.0700073242188,607.2891235351562,-0.0124041346204581
2024-12-10 10:14:00-05:00,1.0,605.1799926757812,607.2200927734375,-0.0121159874690587
2024-12-10 10:15:00-05:00,1.0,605.25,607.10107421875,-0.0117990379565413
2024-12-10 10:16:00-05:00,1.0,605.3250122070312,606.989990234375,-0.0114930073874873
2024-12-10 10:17:00-05:00,1.0,605.3300170898438,606.7999877929688,-0.0111599962635077
2024-12-10 10:18:00-05:00,1.0,605.4500122070312,607.0900268554688,-0.0114389356617456
2024-12-10 10:19:00-05:00,1.0,605.4749755859375,606.9299926757812,-0.0111660892440683
2024-12-10 10:20:00-05:00,1.0,605.2999877929688,606.9600219726562,-0.0114912475609469
2024-12-10 10:21:00-05:00,1.0,605.372802734375,607.030029296875,-0.0114363069700309
2024-12-10 10:22:00-05:00,1.0,605.3298950195312,607.0198974609375,-0.0114965972733764
2024-12-10 10:23:00-05:00,1.0,605.2899780273438,606.9299926757812,-0.0114146479713123
2024-12-10 10:24:00-05:00,1.0,605.3101196289062,606.7750244140625,-0.0111392470045975
2024-12-10 10:25:00-05:00,1.0,605.2899780273438,606.72900390625,-0.0111217769706763
2024-12-10 10:26:00-05:00,1.0,605.3250122070312,606.530029296875,-0.0107242393725594
2024-12-10 10:27:00-05:00,1.0,605.3400268554688,606.530029296875,-0.0107182343765786
2024-12-10 10:28:00-05:00,1.0,605.3300170898438,606.2000122070312,-0.0101851618272326
2024-12-10 10:29:00-05:00,1.0,605.2000122070312,606.3775024414062,-0.0106980935374567
2024-12-10 10:30:00-05:00,1.0,605.1033935546875,606.5800170898438,-0.011140592532813
2024-12-10 10:31:00-05:00,1.0,605.114990234375,606.6099853515625,-0.0112145079264909
2024-12-10 10:32:00-05:00,1.0,605.2747802734375,606.4199829101562,-0.0106447145443625
2024-12-10 10:33:00-05:00,1.0,605.3599853515625,606.4099731445312,-0.0105189817359022
2024-12-10 10:35:00-05:00,1.0,605.4400024414062,606.280029296875,-0.010148042678097
2024-12-10 10:36:00-05:00,1.0,605.385009765625,606.3499755859375,-0.0103601837580042
2024-12-10 10:37:00-05:00,1.0,605.4000244140625,606.0900268554688,-0.0098946987631089
2024-12-10 10:38:00-05:00,1.0,605.510009765625,605.9000244140625,-0.0093436947230934
2024-12-10 10:39:00-05:00,1.0,605.4149780273438,606.0499877929688,-0.0097727844706135
2024-12-10 10:40:00-05:00,1.0,605.4099731445312,606.1699829101562,-0.0099662898395698
2024-12-10 10:41:00-05:00,1.0,605.4149780273438,606.3900146484375,-0.0103266864724682
2024-12-10 10:42:00-05:00,1.0,605.556396484375,606.4249877929688,-0.0101385645089303
2024-12-10 10:43:00-05:00,1.0,605.5700073242188,606.3099975585938,-0.0099329816634307
2024-12-10 10:44:00-05:00,1.0,605.5692749023438,605.97998046875,-0.0094027543477402
2024-12-10 10:45:00-05:00,1.0,605.635009765625,605.9500122070312,-0.0092385988902721
2024-12-10 10:46:00-05:00,1.0,605.52001953125,605.6987915039062,-0.0089951499576421
2024-12-10 10:47:00-05:00,1.0,605.535888671875,605.4913940429688,-0.0086390148450597
2024-12-10 10:48:00-05:00,1.0,605.60498046875,605.3599243164062,-0.0082889393369544
2024-12-10 10:49:00-05:00,1.0,605.5850219726562,605.469970703125,-0.008591230221814
2024-12-10 10:50:00-05:00,1.0,605.3699951171875,605.510009765625,-0.0089374842425052
2024-12-10 10:51:00-05:00,1.0,605.3300170898438,605.4949951171875,-0.0089599680280995
2024-12-10 10:52:00-05:00,1.0,605.2100219726562,605.280029296875,-0.0088094110508033
2024-12-10 10:54:00-05:00,1.0,605.2109985351562,605.469970703125,-0.009140220911853
2024-12-10 10:55:00-05:00,1.0,605.1898803710938,605.3800048828125,-0.0090453081290846
2024-12-10 10:56:00-05:00,1.0,605.3099975585938,605.3499755859375,-0.0087847911810623
2024-12-10 10:57:00-05:00,1.0,605.1599731445312,605.4000244140625,-0.009134016782046
2024-12-10 10:58:00-05:00,1.0,605.0299072265625,605.4500122070312,-0.0094126222801199
2024-12-10 10:59:00-05:00,1.0,605.0700073242188,608.7000122070312,-0.0146947867340486
2024-12-10 11:00:00-05:00,1.0,604.8200073242188,608.6199951171875,-0.014968613130451
2024-12-10 11:02:00-05:00,1.0,604.989990234375,605.1599731445312,-0.0089871392155787
2024-12-10 11:03:00-05:00,1.0,605.1500244140625,605.0687255859375,-0.0085906370347909
2024-12-10 11:04:00-05:00,1.0,605.1900024414062,605.3098754882812,-0.0089105358354112
2024-12-10 11:05:00-05:00,1.0,605.1599731445312,605.1400146484375,-0.0086795183831665
2024-12-10 11:06:00-05:00,1.0,605.0899047851562,604.97998046875,-0.0084808009025834
2024-12-10 11:07:00-05:00,1.0,604.9199829101562,604.909912109375,-0.0086771015692508
2024-12-10 11:08:00-05:00,1.0,604.739990234375,605.010009765625,-0.0091400558906324
2024-12-10 11:09:00-05:00,1.0,604.7100219726562,604.6699829101562,-0.0086525336115044
2024-12-10 11:11:00-05:00,1.0,604.635009765625,604.7000122070312,-0.0088012453532231
2024-12-10 11:12:00-05:00,1.0,604.905029296875,604.969970703125,-0.0087698464955203
2024-12-10 11:13:00-05:00,1.0,604.8300170898438,605.135009765625,-0.0092352576526052
2024-12-10 11:16:00-05:00,1.0,604.8499755859375,605.1771240234375,-0.0092530829541688
2024-12-10 11:17:00-05:00,1.0,604.7999877929688,605.292724609375,-0.0094890471483846
2024-12-10 11:18:00-05:00,1.0,604.8350219726562,605.35498046875,-0.0095839315573006
2024-12-10 11:19:00-05:00,1.0,604.7742919921875,605.469970703125,-0.0098802396189725
2024-12-10 11:20:00-05:00,1.0,604.760009765625,605.5297241210938,-0.0099961421501
2024-12-10 11:21:00-05:00,1.0,604.6799926757812,605.605224609375,-0.0102527806333169
2024-12-10 11:22:00-05:00,1.0,604.8150024414062,605.530029296875,-0.0099058280694171
2024-12-10 11:23:00-05:00,1.0,604.7849731445312,605.5850219726562,-0.0100648672652832
2024-12-10 11:24:00-05:00,1.0,604.6900024414062,605.5850219726562,-0.0102216919879549
2024-12-10 11:25:00-05:00,1.0,604.8300170898438,605.530029296875,-0.0098872821919031
2024-12-10 11:26:00-05:00,1.0,604.780029296875,605.7899780273438,-0.0104109098525903
2024-12-10 11:28:00-05:00,1.0,604.5800170898438,605.719970703125,-0.0106069812263379
2024-12-10 11:30:00-05:00,1.0,604.5999755859375,605.8599853515625,-0.0108234545457521
2024-12-10 11:32:00-05:00,1.0,604.468994140625,605.8699951171875,-0.0110748788731137
2024-12-10 11:33:00-05:00,1.0,604.4600219726562,605.8090209960938,-0.0110080227562383
2024-12-10 11:35:00-05:00,1.0,604.52001953125,605.8699951171875,-0.0109969104912228
2024-12-10 11:37:00-05:00,1.0,604.5700073242188,605.6699829101562,-0.0106098802639636
2024-12-10 11:38:00-05:00,1.0,604.5399780273438,605.5499877929688,-0.0104554213706306
2024-12-10 11:39:00-05:00,1.0,604.5399780273438,605.5900268554688,-0.0105276768837985
2024-12-10 11:40:00-05:00,1.0,604.3699951171875,605.6099853515625,-0.0108287562571089
2024-12-10 11:41:00-05:00,1.0,604.385009765625,605.6900024414062,-0.0108483054169973
